camera_id,timestamp,car_count,truck_count,bus_count,motorcycle_count,road_area_pixels,vectors_chao_score,congestion_score
587ee2aeb807da0011e33d52,2025-12-01 15:16:21,10,0,0,20,31951,"0,5382364766","0,4740101507"
587ee2aeb807da0011e33d52,2025-12-01 15:16:38,7,0,0,2,59472,"0,2450929158","0,1734886189"
587ee2aeb807da0011e33d52,2025-12-01 15:16:55,1,0,0,12,67571,"0,3592589231","0,08504983082"
587ee2aeb807da0011e33d52,2025-12-01 15:17:12,3,0,0,4,60806,"0,4230710525","0,1589217164"
587ee2aeb807da0011e33d52,2025-12-01 15:17:31,4,0,1,2,63559,"0,3777437973","0,1288597355"
587ee2aeb807da0011e33d52,2025-12-01 15:17:49,1,0,0,8,59209,"0,2229825128","0,1763605045"
587ee2aeb807da0011e33d52,2025-12-01 15:18:06,1,0,0,4,67767,"0,1165174649","0,08290956629"
587ee2aeb807da0011e33d52,2025-12-01 15:18:23,5,0,0,9,59213,"0,3244579278","0,1763168256"
587ee2aeb807da0011e33d52,2025-12-01 15:18:41,4,0,0,13,50684,"0,4558392183","0,269451092"
587ee2aeb807da0011e33d52,2025-12-01 15:18:58,8,0,0,6,42018,"0,544544012","0,3640813596"
587ee2aeb807da0011e33d52,2025-12-01 15:19:16,1,0,0,6,66318,"0,285814743","0,09873223624"
587ee2aeb807da0011e33d52,2025-12-01 15:19:33,4,0,1,8,56032,"0,397386846","0,2110524454"
587ee2aeb807da0011e33d52,2025-12-01 15:19:50,3,1,3,9,4845,"0,4990053521","0,88"
587ee2aeb807da0011e33d52,2025-12-01 15:20:07,6,1,0,7,49569,"0,4376888026","0,2816265764"
587ee2aeb807da0011e33d52,2025-12-01 15:20:24,4,1,3,12,31048,"0,2079703082","0,4838706552"
587ee2aeb807da0011e33d52,2025-12-01 15:20:41,5,0,0,10,55133,"0,4253320647","0,220869271"
